second-level_category,date,residual
Collectible Items,2024-06-01,9020.492651434965
Collectible Items,2024-07-01,-80637.68831420402
Collectible Items,2024-08-01,-57237.219380387105
Collectible Items,2024-09-01,53870.125731866225
Collectible Items,2024-10-01,-71411.5154778049
Collectible Items,2024-11-01,5045.117371808912
Collectible Items,2024-12-01,1151.9635968029615
Collectible Items,2025-01-01,-3781.872167484922
Collectible Items,2025-02-01,-34192.68872270902
Collectible Items,2025-03-01,-4509.303587311966
Collectible Items,2025-04-01,-44875.70743113753
Collectible Items,2025-05-01,-78151.3208864205
Collectible Items,2025-06-01,-62147.332963073044
Collectible Items,2025-07-01,-76311.69858183566
Collectible Items,2025-08-01,-30276.71301730431
Collectible Items,2025-09-01,182116.72029546922
Collectible Items,2025-10-01,36827.65694070648
Collectible Items,2025-11-01,-109107.79481980015
Console Accessories,2022-03-01,81992.0
Console Accessories,2022-04-01,2935.524573075556
Console Accessories,2022-05-01,23471.769330298295
Console Accessories,2022-06-01,12879.299419157236
Console Accessories,2022-07-01,12468.96074741974
Console Accessories,2022-08-01,23342.129842147973
Console Accessories,2022-09-01,-41050.48821268394
Console Accessories,2022-10-01,-60902.453748298954
Console Accessories,2022-11-01,-80582.67576299793
Console Accessories,2022-12-01,-46954.576431974376
Console Accessories,2023-01-01,-24068.21231170083
Console Accessories,2023-02-01,-31267.296596303175
Console Accessories,2023-03-01,-4439.28819297711
Console Accessories,2023-04-01,-55711.10249707359
Console Accessories,2023-05-01,-51200.846127977406
Console Accessories,2023-06-01,-44658.851681510045
Console Accessories,2023-07-01,-6561.760320391593
Console Accessories,2023-08-01,21609.34898488442
Console Accessories,2023-09-01,-26881.476080299995
Console Accessories,2023-10-01,-54121.44419158102
Console Accessories,2023-11-01,-38177.73085263578
Console Accessories,2023-12-01,-31430.104017419944
Console Accessories,2024-01-01,-41829.699148018626
Console Accessories,2024-02-01,-48044.85603808476
Console Accessories,2024-03-01,-126991.92265009132
Console Accessories,2024-04-01,-125231.53875051907
Console Accessories,2024-05-01,-83637.4042683121
Console Accessories,2024-06-01,97474.22978536598
Console Accessories,2024-07-01,-58483.76145776152
Console Accessories,2024-08-01,-84582.46603955008
Console Accessories,2024-09-01,21043.756228070386
Console Accessories,2024-10-01,1943.0602158005204
Console Accessories,2024-11-01,23741.114619395114
Console Accessories,2024-12-01,-25938.618861190524
Console Accessories,2025-01-01,-75372.71396816413
Console Accessories,2025-02-01,-68073.55688415341
Console Accessories,2025-03-01,-119792.77723010757
Console Accessories,2025-04-01,-47520.51365880453
Console Accessories,2025-05-01,-15531.065318605892
Console Accessories,2025-06-01,-2987.264467982808
Console Accessories,2025-07-01,-103992.17380889886
Console Accessories,2025-08-01,325368.8405799675
Console Accessories,2025-09-01,78682.77497040492
Console Accessories,2025-10-01,58535.23448105622
Console Accessories,2025-11-01,-84667.70921283384
Console Machines,2022-03-01,1392.0
Console Machines,2022-04-01,-1200.5854542655684
Console Machines,2022-05-01,12536.224021905824
Console Machines,2022-06-01,-1682.4957768225777
Console Machines,2022-07-01,-7382.797605734441
Console Machines,2022-08-01,-3302.049516837189
Console Machines,2022-09-01,41.26107284385648
Console Machines,2022-10-01,-645.6353535468445
Console Machines,2022-11-01,1024.8276949552533
Console Machines,2022-12-01,2351.3100090579587
Console Machines,2023-01-01,-1701.95324251678
Console Machines,2023-02-01,-1800.4073936277532
Console Machines,2023-03-01,753.5818350119011
Console Machines,2023-04-01,-1325.2769122379832
Console Machines,2023-05-01,4169.948828127201
Console Machines,2023-06-01,-236.02547184999457
Console Machines,2023-07-01,9597.36856131918
Console Machines,2023-08-01,561.2001982006586
Console Machines,2023-09-01,-5082.29926040508
Console Machines,2023-10-01,-3027.846276757954
Console Machines,2023-11-01,22921.394243854505
Console Machines,2023-12-01,46773.08434472403
Console Machines,2024-01-01,31081.138503818358
Console Machines,2024-02-01,24118.68294992816
Console Machines,2024-03-01,-35256.56635403641
Console Machines,2024-04-01,-43900.112051590826
Console Machines,2024-05-01,-12117.26853169802
Console Machines,2024-06-01,3311.4584466337255
Console Machines,2024-07-01,-18799.937515259393
Console Machines,2024-08-01,4615.5753731838595
Console Machines,2024-09-01,739.7333066211031
Console Machines,2024-10-01,-16776.208156296023
Console Machines,2024-11-01,1741.2157661901947
Console Machines,2024-12-01,-1091.8216991870358
Console Machines,2025-01-01,-5609.877861767704
Console Machines,2025-02-01,-4000.510202303434
Console Machines,2025-03-01,-4528.615746910451
Console Machines,2025-04-01,-2553.9106231777514
Console Machines,2025-05-01,-1553.5459977230676
Console Machines,2025-06-01,165.125746480408
Console Machines,2025-07-01,-889.675258045143
Console Machines,2025-08-01,2349.0936171124995
Console Machines,2025-09-01,9655.954572567764
Console Machines,2025-10-01,-4030.0800007796115
Console Machines,2025-11-01,-6664.623421560964
Cooking Essentials,2022-03-01,78630.0
Cooking Essentials,2022-04-01,-31265.578837798646
Cooking Essentials,2022-05-01,-15748.930714310001
Cooking Essentials,2022-06-01,-9452.746426888858
Cooking Essentials,2022-07-01,26989.034141505224
Cooking Essentials,2022-08-01,7061.490277181569
Cooking Essentials,2022-09-01,-48168.97775532123
Cooking Essentials,2022-10-01,-32036.36030677185
Cooking Essentials,2022-11-01,-6181.260678637758
Cooking Essentials,2022-12-01,66656.08639602814
Cooking Essentials,2023-01-01,-15512.00115393741
Cooking Essentials,2023-02-01,-16198.170077072515
Cooking Essentials,2023-03-01,1845.8023046228336
Cooking Essentials,2023-04-01,-81384.11862316096
Cooking Essentials,2023-05-01,-30075.380933192413
Cooking Essentials,2023-06-01,-3340.2564121712203
Cooking Essentials,2023-07-01,10108.473304290615
Cooking Essentials,2023-08-01,100142.53227699312
Cooking Essentials,2023-09-01,77093.86120809548
Cooking Essentials,2023-10-01,-180569.2307860246
Cooking Essentials,2023-11-01,-303.0124132296187
Cooking Essentials,2023-12-01,30568.870942341106
Cooking Essentials,2024-01-01,-14333.11613927246
Cooking Essentials,2024-02-01,22872.992983599805
Cooking Essentials,2024-03-01,-110268.38200564357
Cooking Essentials,2024-04-01,-45348.177558720374
Cooking Essentials,2024-05-01,29202.241813764093
Cooking Essentials,2024-06-01,50331.176304673776
Cooking Essentials,2024-07-01,-244501.0167294845
Cooking Essentials,2024-08-01,51637.28236057481
Cooking Essentials,2024-09-01,-17939.57215674236
Cooking Essentials,2024-10-01,-31791.69921065902
Cooking Essentials,2024-11-01,-42788.18337323633
Cooking Essentials,2024-12-01,26902.576523805328
Cooking Essentials,2025-01-01,62264.18907029845
Cooking Essentials,2025-02-01,44343.384204787
Cooking Essentials,2025-03-01,-153778.20268693642
Cooking Essentials,2025-04-01,-65581.06687006957
Cooking Essentials,2025-05-01,-17288.07696671359
Cooking Essentials,2025-06-01,12889.4363157599
Cooking Essentials,2025-07-01,548.6435849060654
Cooking Essentials,2025-08-01,26232.302905567136
Cooking Essentials,2025-09-01,12983.003168428462
Cooking Essentials,2025-10-01,83021.40450551198
Cooking Essentials,2025-11-01,164905.7690222421
Costumes,2022-03-01,4980.0
Costumes,2022-04-01,-5322.914335000209
Costumes,2022-05-01,-3186.129890346393
Costumes,2022-06-01,-2451.3961159543237
Costumes,2022-07-01,784.9156115499654
Costumes,2022-08-01,-2596.2953735047004
Costumes,2022-09-01,-1388.609382048363
Costumes,2022-10-01,1660.9111803317437
Costumes,2022-11-01,201.0962133584569
Costumes,2022-12-01,-1971.154090917549
Costumes,2023-01-01,-1000.88449186916
Costumes,2023-02-01,-740.6572995069644
Costumes,2023-03-01,-151.57652816058953
Costumes,2023-04-01,-3194.3025654014273
Costumes,2023-05-01,-1486.8096292766409
Costumes,2023-06-01,-995.8937026255713
Costumes,2023-07-01,-457.57699647177697
Costumes,2023-08-01,-524.184463111802
Costumes,2023-09-01,-301.8499655192862
Costumes,2023-10-01,2649.349962247398
Costumes,2023-11-01,-1082.828621413728
Costumes,2023-12-01,-349.8440778022323
Costumes,2024-01-01,1867.054167402566
Costumes,2024-02-01,-817.4742632739888
Costumes,2024-03-01,-3016.474655794425
Costumes,2024-04-01,849.6834813330797
Costumes,2024-05-01,10527.776593322596
Costumes,2024-06-01,-3762.1616928770127
Costumes,2024-07-01,-2311.660052076512
Costumes,2024-08-01,2842.5512614063723
Costumes,2024-09-01,-1534.7496609516452
Costumes,2024-10-01,-231.74961446445468
Costumes,2024-11-01,-1837.5662374415906
Costumes,2024-12-01,74.37831886567295
Costumes,2025-01-01,37.454441424626566
Costumes,2025-02-01,6760.810470962551
Costumes,2025-03-01,-3410.5632781765607
Costumes,2025-04-01,-686.068456635845
Costumes,2025-05-01,395.1301402917452
Costumes,2025-06-01,-828.0171263360517
Costumes,2025-07-01,14124.743083287702
Costumes,2025-08-01,2679.3374535659714
Costumes,2025-09-01,9881.801832891619
Costumes,2025-10-01,-564.8539763864283
Costumes,2025-11-01,-6999.3006746613755
Crossbody & Shoulder Bags,2022-03-01,678088.0
Crossbody & Shoulder Bags,2022-04-01,-925302.1062877872
Crossbody & Shoulder Bags,2022-05-01,-374206.2166045718
Crossbody & Shoulder Bags,2022-06-01,-425813.8008935952
Crossbody & Shoulder Bags,2022-07-01,-441684.9925639514
Crossbody & Shoulder Bags,2022-08-01,-329307.1495620329
Crossbody & Shoulder Bags,2022-09-01,-126268.15586775227
Crossbody & Shoulder Bags,2022-10-01,124598.61347414355
Crossbody & Shoulder Bags,2022-11-01,376432.2608351488
Crossbody & Shoulder Bags,2022-12-01,1541104.5762215653
Crossbody & Shoulder Bags,2023-01-01,-1440543.247104719
Crossbody & Shoulder Bags,2023-02-01,217149.56466911
Crossbody & Shoulder Bags,2023-03-01,947471.9618470639
Crossbody & Shoulder Bags,2023-04-01,-553571.66911207
Crossbody & Shoulder Bags,2023-05-01,1451502.7504877092
Crossbody & Shoulder Bags,2023-06-01,1338080.9196802771
Crossbody & Shoulder Bags,2023-07-01,1183446.6884833516
Crossbody & Shoulder Bags,2023-08-01,863683.6578570872
Crossbody & Shoulder Bags,2023-09-01,521810.9530121558
Crossbody & Shoulder Bags,2023-10-01,503870.6283587224
Crossbody & Shoulder Bags,2023-11-01,465487.2215559747
Crossbody & Shoulder Bags,2023-12-01,-441502.30107863643
Crossbody & Shoulder Bags,2024-01-01,-993089.6042677271
Crossbody & Shoulder Bags,2024-02-01,-342094.43807479716
Crossbody & Shoulder Bags,2024-03-01,-818810.4734585271
Crossbody & Shoulder Bags,2024-04-01,2148695.0773496563
Crossbody & Shoulder Bags,2024-05-01,523322.14913241245
Crossbody & Shoulder Bags,2024-06-01,547231.9753884156
Crossbody & Shoulder Bags,2024-07-01,-2222179.2374884915
Crossbody & Shoulder Bags,2024-08-01,253073.15281687625
Crossbody & Shoulder Bags,2024-09-01,1116737.1184663645
Crossbody & Shoulder Bags,2024-10-01,-885717.478402497
Crossbody & Shoulder Bags,2024-11-01,205543.10248225043
Crossbody & Shoulder Bags,2024-12-01,-276839.2658101391
Crossbody & Shoulder Bags,2025-01-01,789717.7091348213
Crossbody & Shoulder Bags,2025-02-01,737774.7437634933
Crossbody & Shoulder Bags,2025-03-01,-114116.56653664459
Crossbody & Shoulder Bags,2025-04-01,1047081.1580658816
Crossbody & Shoulder Bags,2025-05-01,-137082.5250155732
Crossbody & Shoulder Bags,2025-06-01,-186838.58752098132
Crossbody & Shoulder Bags,2025-07-01,837756.131985616
Crossbody & Shoulder Bags,2025-08-01,364102.90004290873
Crossbody & Shoulder Bags,2025-09-01,493970.1567167558
Crossbody & Shoulder Bags,2025-10-01,-1135276.402315495
Crossbody & Shoulder Bags,2025-11-01,2188050.21238003
Dairy & Eggs,2022-03-01,45243.0
Dairy & Eggs,2022-04-01,-4116.667251252897
Dairy & Eggs,2022-05-01,7451.568925659623
Dairy & Eggs,2022-06-01,6381.179425680588
Dairy & Eggs,2022-07-01,17400.237438649638
Dairy & Eggs,2022-08-01,-15486.054491618765
Dairy & Eggs,2022-09-01,-20606.807209246865
Dairy & Eggs,2022-10-01,-22722.743721874605
Dairy & Eggs,2022-11-01,-319.2082649563454
Dairy & Eggs,2022-12-01,-20533.000571835553
Dairy & Eggs,2023-01-01,-25318.927510375768
Dairy & Eggs,2023-02-01,-25823.801421291646
Dairy & Eggs,2023-03-01,34578.80189644162
Dairy & Eggs,2023-04-01,-29392.288779877315
Dairy & Eggs,2023-05-01,-23479.708563661203
Dairy & Eggs,2023-06-01,-28560.216652065355
Dairy & Eggs,2023-07-01,13172.790227761456
Dairy & Eggs,2023-08-01,124423.04561100874
Dairy & Eggs,2023-09-01,242773.32076431223
Dairy & Eggs,2023-10-01,141831.69964600904
Dairy & Eggs,2023-11-01,246296.91053988793
Dairy & Eggs,2023-12-01,361535.25011365884
Dairy & Eggs,2024-01-01,317143.11384000425
Dairy & Eggs,2024-02-01,60837.24833578768
Dairy & Eggs,2024-03-01,22572.511511177785
Dairy & Eggs,2024-04-01,166625.80172453428
Dairy & Eggs,2024-05-01,110068.1734065142
Dairy & Eggs,2024-06-01,148022.29017147623
Dairy & Eggs,2024-07-01,-95196.55439772637
Dairy & Eggs,2024-08-01,4312.1335022144485
Dairy & Eggs,2024-09-01,-13551.662868512649
Dairy & Eggs,2024-10-01,49188.8880045518
Dairy & Eggs,2024-11-01,-4975.526614943286
Dairy & Eggs,2024-12-01,-1812.3874866698752
Dairy & Eggs,2025-01-01,-16714.260711898183
Dairy & Eggs,2025-02-01,-28040.854164236458
Dairy & Eggs,2025-03-01,-74045.7572717637
Dairy & Eggs,2025-04-01,5827.4212340807135
Dairy & Eggs,2025-05-01,-22964.373972360816
Dairy & Eggs,2025-06-01,34401.69021735346
Dairy & Eggs,2025-07-01,-13185.753117215354
Dairy & Eggs,2025-08-01,-49275.430674176256
Dairy & Eggs,2025-09-01,-57711.197113436065
Dairy & Eggs,2025-10-01,128522.17364587204
Dairy & Eggs,2025-11-01,16074.209507143125
Data Storage,2022-03-01,43803.0
Data Storage,2022-04-01,9835.899076009264
Data Storage,2022-05-01,-15163.321703026551
Data Storage,2022-06-01,-1016.6228113882826
Data Storage,2022-07-01,22900.06304484635
Data Storage,2022-08-01,-1495.1949818808498
Data Storage,2022-09-01,-12360.902574620508
Data Storage,2022-10-01,-13494.858785969307
Data Storage,2022-11-01,1252.4705743830564
Data Storage,2022-12-01,289.2628136340136
Data Storage,2023-01-01,20122.826112517465
Data Storage,2023-02-01,-21121.060450722835
Data Storage,2023-03-01,28459.503313507696
Data Storage,2023-04-01,-58883.79167545603
Data Storage,2023-05-01,170.9072627288333
Data Storage,2023-06-01,6680.735750628108
Data Storage,2023-07-01,-4699.349764367791
Data Storage,2023-08-01,8900.755706620286
Data Storage,2023-09-01,-7017.204035330928
Data Storage,2023-10-01,3057.018378820929
Data Storage,2023-11-01,14668.207411995347
Data Storage,2023-12-01,-23178.339838935346
Data Storage,2024-01-01,4138.944130470609
Data Storage,2024-02-01,-1029.0045803046742
Data Storage,2024-03-01,-20475.831111791034
Data Storage,2024-04-01,-2395.8072940843485
Data Storage,2024-05-01,74970.60860926262
Data Storage,2024-06-01,-39744.50406020452
Data Storage,2024-07-01,-54927.63719964854
Data Storage,2024-08-01,19290.121205840427
Data Storage,2024-09-01,36029.83192116939
Data Storage,2024-10-01,-67111.87726894964
Data Storage,2024-11-01,30445.4949429226
Data Storage,2024-12-01,-18418.290127404085
Data Storage,2025-01-01,33942.62261946057
Data Storage,2025-02-01,-17036.7434940693
Data Storage,2025-03-01,-19464.31259624519
Data Storage,2025-04-01,11171.338748647686
Data Storage,2025-05-01,-37735.45604328033
Data Storage,2025-06-01,-2469.3618539889576
Data Storage,2025-07-01,5546.912509537389
Data Storage,2025-08-01,117095.82129095934
Data Storage,2025-09-01,49568.53634412677
Data Storage,2025-10-01,1209.5503784066532
Data Storage,2025-11-01,-33553.81845097098
Decoration,2022-03-01,4859648.0
Decoration,2022-04-01,-2194145.8846820584
Decoration,2022-05-01,-2922225.80116654
Decoration,2022-06-01,-5269079.516029019
Decoration,2022-07-01,-10945469.605165314
Decoration,2022-08-01,-20046757.053301074
Decoration,2022-09-01,-39254632.57189873
Decoration,2022-10-01,-72339342.68540949
Decoration,2022-11-01,-136424285.8826766
Decoration,2022-12-01,-250043295.1363237
Decoration,2023-01-01,-470231041.5192769
Decoration,2023-02-01,-877427602.1295943
Decoration,2023-03-01,-1617888726.5328307
Decoration,2023-04-01,-2886948568.5952663
Decoration,2023-05-01,-4629073446.443981
Decoration,2023-06-01,-5778753065.341019
Decoration,2023-07-01,-4993448996.729452
Decoration,2023-08-01,-3239436558.488636
Decoration,2023-09-01,-1845272641.9130404
Decoration,2023-10-01,-1003695984.5569457
Decoration,2023-11-01,-539277319.7089077
Decoration,2023-12-01,-286678085.4457674
Decoration,2024-01-01,-156585895.70834157
Decoration,2024-02-01,-83734528.32983755
Decoration,2024-03-01,-48325337.69612401
Decoration,2024-04-01,-21773765.73774962
Decoration,2024-05-01,-6992723.1751027405
Decoration,2024-06-01,-4802728.605763283
Decoration,2024-07-01,-11762419.236581855
Decoration,2024-08-01,-317036.5584491198
Decoration,2024-09-01,3323760.901720358
Decoration,2024-10-01,-3890699.7107906155
Decoration,2024-11-01,3483572.8105403758
Decoration,2024-12-01,-1350544.0594689017
Decoration,2025-01-01,-2874137.6170305973
Decoration,2025-02-01,-270561.2374982233
Decoration,2025-03-01,-2812786.802436145
Decoration,2025-04-01,2422742.3611811483
Decoration,2025-05-01,2433824.177735406
Decoration,2025-06-01,1246005.3148960834
Decoration,2025-07-01,-3741598.497112534
Decoration,2025-08-01,6632975.9659100855
Decoration,2025-09-01,9586965.400494494
Decoration,2025-10-01,24917296.531125207
Decoration,2025-11-01,-5603151.3876824975
Desktop & Laptop Components,2022-03-01,17034.0
Desktop & Laptop Components,2022-04-01,-1189.1925042230105
Desktop & Laptop Components,2022-05-01,-4928.53345473485
Desktop & Laptop Components,2022-06-01,-1959.0766748361784
Desktop & Laptop Components,2022-07-01,-6696.713137728853
Desktop & Laptop Components,2022-08-01,-1857.1818232688383
Desktop & Laptop Components,2022-09-01,3191.733679876179
Desktop & Laptop Components,2022-10-01,-7953.120801658813
Desktop & Laptop Components,2022-11-01,-15181.655840860436
Desktop & Laptop Components,2022-12-01,-11938.402068346844
Desktop & Laptop Components,2023-01-01,-10913.221151302569
Desktop & Laptop Components,2023-02-01,-5532.795012198621
Desktop & Laptop Components,2023-03-01,4596.030930839814
Desktop & Laptop Components,2023-04-01,-1774.2398561106347
Desktop & Laptop Components,2023-05-01,-15177.77278910495
Desktop & Laptop Components,2023-06-01,-10363.880571022779
Desktop & Laptop Components,2023-07-01,-20940.39780959337
Desktop & Laptop Components,2023-08-01,-17952.379227112488
Desktop & Laptop Components,2023-09-01,-5205.7536839069
Desktop & Laptop Components,2023-10-01,11177.37714576146
Desktop & Laptop Components,2023-11-01,-4247.001923711949
Desktop & Laptop Components,2023-12-01,-7395.623246091487
Desktop & Laptop Components,2024-01-01,-5520.253544868989
Desktop & Laptop Components,2024-02-01,-4051.1679420263717
Desktop & Laptop Components,2024-03-01,8374.50847825333
Desktop & Laptop Components,2024-04-01,10187.977280477382
Desktop & Laptop Components,2024-05-01,22927.893775470962
Desktop & Laptop Components,2024-06-01,42736.671518633855
Desktop & Laptop Components,2024-07-01,-10407.966322051827
Desktop & Laptop Components,2024-08-01,-5068.238562575367
Desktop & Laptop Components,2024-09-01,100201.0934263308
Desktop & Laptop Components,2024-10-01,-16175.417808289669
Desktop & Laptop Components,2024-11-01,24046.115028247565
Desktop & Laptop Components,2024-12-01,-16259.364213794674
Desktop & Laptop Components,2025-01-01,1383.278650115899
Desktop & Laptop Components,2025-02-01,-15001.291969457823
Desktop & Laptop Components,2025-03-01,-29482.497329235164
Desktop & Laptop Components,2025-04-01,32956.696367910685
Desktop & Laptop Components,2025-05-01,-38043.372171643045
Desktop & Laptop Components,2025-06-01,-37322.12930000591
Desktop & Laptop Components,2025-07-01,5984.990999103851
Desktop & Laptop Components,2025-08-01,44922.47360639868
Desktop & Laptop Components,2025-09-01,41866.465707023206
Desktop & Laptop Components,2025-10-01,21053.243780416007
Desktop & Laptop Components,2025-11-01,-56207.586771036265
Desktop Computers,2022-03-01,4912.0
Desktop Computers,2022-04-01,-1073.5633605636567
Desktop Computers,2022-05-01,-1326.1849654683783
Desktop Computers,2022-06-01,1033.6168241967307
Desktop Computers,2022-07-01,-1199.3899154093042
Desktop Computers,2022-08-01,-2484.5289599878897
Desktop Computers,2022-09-01,992.9708940692653
Desktop Computers,2022-10-01,-169.09758655204132
Desktop Computers,2022-11-01,-2783.7856522510638
Desktop Computers,2022-12-01,-4074.615853891238
Desktop Computers,2023-01-01,-1769.8158446143134
Desktop Computers,2023-02-01,8217.00860537589
Desktop Computers,2023-03-01,27732.598106535475
Desktop Computers,2023-04-01,-3616.840985552659
Desktop Computers,2023-05-01,-7092.752681142854
Desktop Computers,2023-06-01,-6266.045299588948
Desktop Computers,2023-07-01,-6152.6776309148245
Desktop Computers,2023-08-01,-4162.453106260017
Desktop Computers,2023-09-01,-6324.369365752038
Desktop Computers,2023-10-01,-4631.189188154597
Desktop Computers,2023-11-01,-1546.6356340327766
Desktop Computers,2023-12-01,535.4453069388342
Desktop Computers,2024-01-01,-754.8713458070442
Desktop Computers,2024-02-01,-8953.757855123496
Desktop Computers,2024-03-01,-30767.71404260426
Desktop Computers,2024-04-01,-3024.3146648804686
Desktop Computers,2024-05-01,147.95659129789146
Desktop Computers,2024-06-01,-1459.0820171803553
Desktop Computers,2024-07-01,5979.294028716373
Desktop Computers,2024-08-01,3429.9397131554415
Desktop Computers,2024-09-01,557.3263742125582
Desktop Computers,2024-10-01,2365.710702906971
Desktop Computers,2024-11-01,1046.044834937491
Desktop Computers,2024-12-01,-104.92191445402887
Desktop Computers,2025-01-01,-470.9479033725502
Desktop Computers,2025-02-01,-444.3111626979771
Desktop Computers,2025-03-01,-144.6941209094457
Desktop Computers,2025-04-01,1956.5924814355167
Desktop Computers,2025-05-01,3273.4039643417254
Desktop Computers,2025-06-01,4467.37548270768
Desktop Computers,2025-07-01,-483.8469918636256
Desktop Computers,2025-08-01,-563.6532978591476
Desktop Computers,2025-09-01,8123.547964900346
Desktop Computers,2025-10-01,-6095.921525621059
Desktop Computers,2025-11-01,-495.4317569157329
Diapering & Potty,2022-03-01,190067.0
Diapering & Potty,2022-04-01,-131161.17466161068
Diapering & Potty,2022-05-01,-45662.162622121745
Diapering & Potty,2022-06-01,-93990.3986876483
Diapering & Potty,2022-07-01,-42984.10156491591
Diapering & Potty,2022-08-01,-35106.329337269184
Diapering & Potty,2022-09-01,-90713.85883318444
Diapering & Potty,2022-10-01,-80944.48682163397
Diapering & Potty,2022-11-01,87279.8135553467
Diapering & Potty,2022-12-01,173743.87359782914
Diapering & Potty,2023-01-01,-45742.05554020259
Diapering & Potty,2023-02-01,24852.920937497955
Diapering & Potty,2023-03-01,3485.1999352777493
Diapering & Potty,2023-04-01,-139456.98705391388
Diapering & Potty,2023-05-01,26441.275919986016
Diapering & Potty,2023-06-01,-882.0690728318878
Diapering & Potty,2023-07-01,11811.7564117164
Diapering & Potty,2023-08-01,-37420.83185055939
Diapering & Potty,2023-09-01,-5641.069473390351
Diapering & Potty,2023-10-01,-95051.30303869455
Diapering & Potty,2023-11-01,-2043.8956365823979
Diapering & Potty,2023-12-01,-141064.67061277747
Diapering & Potty,2024-01-01,-91309.15561917634
Diapering & Potty,2024-02-01,-196995.14821488678
Diapering & Potty,2024-03-01,-483942.9113540787
Diapering & Potty,2024-04-01,324252.617193684
Diapering & Potty,2024-05-01,100703.18112119345
Diapering & Potty,2024-06-01,186453.421241418
Diapering & Potty,2024-07-01,-1199153.7857442934
Diapering & Potty,2024-08-01,42410.17189621867
Diapering & Potty,2024-09-01,-242092.72444706992
Diapering & Potty,2024-10-01,18995.214553517755
Diapering & Potty,2024-11-01,-22266.59035105817
Diapering & Potty,2024-12-01,-78468.89757969952
Diapering & Potty,2025-01-01,86537.25625261315
Diapering & Potty,2025-02-01,36362.13346035767
Diapering & Potty,2025-03-01,142779.34549859085
Diapering & Potty,2025-04-01,77770.96410069638
Diapering & Potty,2025-05-01,-201323.6188155783
Diapering & Potty,2025-06-01,356075.0563001982
Diapering & Potty,2025-07-01,-278531.393441353
Diapering & Potty,2025-08-01,-102618.51751215965
Diapering & Potty,2025-09-01,1134108.3902903835
Diapering & Potty,2025-10-01,-369173.8046626942
Diapering & Potty,2025-11-01,1762167.2905314197
Dinnerware,2022-03-01,459304.0
Dinnerware,2022-04-01,-183922.12540348386
Dinnerware,2022-05-01,-169302.3022968429
Dinnerware,2022-06-01,-197715.63449322432
Dinnerware,2022-07-01,-298138.2676055789
Dinnerware,2022-08-01,87839.22630563867
Dinnerware,2022-09-01,-632716.2250283454
Dinnerware,2022-10-01,-1281544.5196980895
Dinnerware,2022-11-01,-1671982.6534858625
Dinnerware,2022-12-01,-1837942.1082996516
Dinnerware,2023-01-01,-3545479.631168359
Dinnerware,2023-02-01,-5350248.2561757695
Dinnerware,2023-03-01,-7833249.917661302
Dinnerware,2023-04-01,-11998757.048317129
Dinnerware,2023-05-01,-17333285.056720246
Dinnerware,2023-06-01,-24329411.633399554
Dinnerware,2023-07-01,-29992690.345151473
Dinnerware,2023-08-01,-31497866.395888902
Dinnerware,2023-09-01,-27704943.543066997
Dinnerware,2023-10-01,-21324783.364073467
Dinnerware,2023-11-01,-14604347.325902445
Dinnerware,2023-12-01,-9461841.644714009
Dinnerware,2024-01-01,-8148013.140995368
Dinnerware,2024-02-01,-4294000.954398139
Dinnerware,2024-03-01,-3623395.724808935
Dinnerware,2024-04-01,-1367594.1304278085
Dinnerware,2024-05-01,-722672.0273965518
Dinnerware,2024-06-01,529497.8808013173
Dinnerware,2024-07-01,-2581021.4494812596
Dinnerware,2024-08-01,-1292449.092478888
Dinnerware,2024-09-01,605855.4100998582
Dinnerware,2024-10-01,33219.174693590496
Dinnerware,2024-11-01,775120.3771168798
Dinnerware,2024-12-01,-734831.9976953524
Dinnerware,2025-01-01,-695918.3702579795
Dinnerware,2025-02-01,346875.0519004273
Dinnerware,2025-03-01,272504.71819864516
Dinnerware,2025-04-01,431130.6613085759
Dinnerware,2025-05-01,-75579.06325765513
Dinnerware,2025-06-01,389465.4284826894
Dinnerware,2025-07-01,117200.32233288139
Dinnerware,2025-08-01,2416905.881785889
Dinnerware,2025-09-01,-1511237.6335726278
Dinnerware,2025-10-01,4032768.7884854963
Dinnerware,2025-11-01,1628976.3919971883
Dresses,2022-03-01,406082.0
Dresses,2022-04-01,-61529.61626498599
Dresses,2022-05-01,-7372.220046155737
Dresses,2022-06-01,3799.9497578587616
Dresses,2022-07-01,-74286.3623139942
Dresses,2022-08-01,-197481.36308976385
Dresses,2022-09-01,-249765.78361541894
Dresses,2022-10-01,-226693.5694685576
Dresses,2022-11-01,-204035.8790353532
Dresses,2022-12-01,119980.52880667086
Dresses,2023-01-01,-83573.4236094185
Dresses,2023-02-01,-160427.12878324004
Dresses,2023-03-01,138783.10464733496
Dresses,2023-04-01,-230174.14567133854
Dresses,2023-05-01,-140100.28910646035
Dresses,2023-06-01,-85677.94826564909
Dresses,2023-07-01,-43464.392890439485
Dresses,2023-08-01,-132458.22480359988
Dresses,2023-09-01,-109022.61775522196
Dresses,2023-10-01,-76229.83002473525
Dresses,2023-11-01,6273.256607390038
Dresses,2023-12-01,119190.90774181945
Dresses,2024-01-01,-80454.19228555902
Dresses,2024-02-01,-74195.92454124437
Dresses,2024-03-01,-426958.1462781627
Dresses,2024-04-01,-189735.14105585252
Dresses,2024-05-01,340094.6106175927
Dresses,2024-06-01,553494.6797057169
Dresses,2024-07-01,-402224.0765947789
Dresses,2024-08-01,-132010.49023860268
Dresses,2024-09-01,-32602.111213644355
